,emoji,sentiment
894,🐩,"AnalyzerOutput(output=NEU, probas={NEU: 0.909, POS: 0.084, NEG: 0.007})"
895,🛐,"AnalyzerOutput(output=NEU, probas={NEU: 0.871, POS: 0.126, NEG: 0.003})"
896,✂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.933, POS: 0.054, NEG: 0.012})"
897,🇷🇴,"AnalyzerOutput(output=NEU, probas={NEU: 0.952, POS: 0.039, NEG: 0.009})"
898,🐤,"AnalyzerOutput(output=NEU, probas={NEU: 0.918, POS: 0.076, NEG: 0.006})"
899,👪,"AnalyzerOutput(output=NEU, probas={NEU: 0.852, POS: 0.141, NEG: 0.007})"
900,🖐🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.949, POS: 0.047, NEG: 0.005})"
901,🤘🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.960, POS: 0.034, NEG: 0.006})"
902,🤷🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.029, NEG: 0.007})"
903,⚕️,"AnalyzerOutput(output=NEU, probas={NEU: 0.950, POS: 0.037, NEG: 0.012})"
904,🌦️,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, POS: 0.041, NEG: 0.006})"
905,🍦,"AnalyzerOutput(output=NEU, probas={NEU: 0.690, POS: 0.307, NEG: 0.004})"
906,👆🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
907,💁‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
908,🔘,"AnalyzerOutput(output=NEU, probas={NEU: 0.915, POS: 0.080, NEG: 0.006})"
909,☂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.919, POS: 0.073, NEG: 0.008})"
910,🍞,"AnalyzerOutput(output=NEU, probas={NEU: 0.919, POS: 0.069, NEG: 0.012})"
911,🎮,"AnalyzerOutput(output=NEU, probas={NEU: 0.894, POS: 0.100, NEG: 0.006})"
912,🖋️,"AnalyzerOutput(output=NEU, probas={NEU: 0.896, POS: 0.099, NEG: 0.005})"
913,🗻,"AnalyzerOutput(output=NEU, probas={NEU: 0.930, POS: 0.064, NEG: 0.007})"
914,🤴🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.927, POS: 0.067, NEG: 0.006})"
915,✡️,"AnalyzerOutput(output=NEU, probas={NEU: 0.845, POS: 0.152, NEG: 0.003})"
916,🚍,"AnalyzerOutput(output=NEU, probas={NEU: 0.961, POS: 0.030, NEG: 0.009})"
917,🚕,"AnalyzerOutput(output=NEU, probas={NEU: 0.930, POS: 0.059, NEG: 0.011})"
918,⛰️,"AnalyzerOutput(output=NEU, probas={NEU: 0.922, POS: 0.067, NEG: 0.011})"
919,🍖,"AnalyzerOutput(output=NEU, probas={NEU: 0.961, NEG: 0.020, POS: 0.019})"
920,💍,"AnalyzerOutput(output=NEU, probas={NEU: 0.932, POS: 0.059, NEG: 0.009})"
921,🛒,"AnalyzerOutput(output=NEU, probas={NEU: 0.921, POS: 0.074, NEG: 0.005})"
922,🥾,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.053, NEG: 0.006})"
923,🧿,"AnalyzerOutput(output=NEU, probas={NEU: 0.955, POS: 0.034, NEG: 0.011})"
924,8️⃣,"AnalyzerOutput(output=NEU, probas={NEU: 0.937, POS: 0.058, NEG: 0.006})"
925,🎻,"AnalyzerOutput(output=NEU, probas={NEU: 0.879, POS: 0.113, NEG: 0.008})"
926,🐪,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.052, NEG: 0.013})"
927,👎🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.754, NEG: 0.230, POS: 0.016})"
928,💃🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.061, NEG: 0.004})"
929,🙇,"AnalyzerOutput(output=NEU, probas={NEU: 0.900, POS: 0.093, NEG: 0.007})"
930,🧘‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
931,☯️,"AnalyzerOutput(output=NEU, probas={NEU: 0.927, POS: 0.065, NEG: 0.008})"
932,✌🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.773, POS: 0.224, NEG: 0.003})"
933,🇨🇲,"AnalyzerOutput(output=NEU, probas={NEU: 0.925, POS: 0.065, NEG: 0.010})"
934,🌃,"AnalyzerOutput(output=NEU, probas={NEU: 0.737, POS: 0.260, NEG: 0.003})"
935,🔒,"AnalyzerOutput(output=NEU, probas={NEU: 0.879, NEG: 0.104, POS: 0.017})"
936,🔛,"AnalyzerOutput(output=NEU, probas={NEU: 0.688, POS: 0.309, NEG: 0.003})"
937,🖐🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.042, NEG: 0.005})"
938,✋🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.949, POS: 0.045, NEG: 0.006})"
939,❕,"AnalyzerOutput(output=NEU, probas={NEU: 0.948, POS: 0.039, NEG: 0.013})"
940,🏗️,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.029, NEG: 0.017})"
941,💼,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.051, NEG: 0.009})"
942,🛬,"AnalyzerOutput(output=NEU, probas={NEU: 0.926, POS: 0.069, NEG: 0.006})"
943,🧻,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.052, NEG: 0.007})"
944,✉️,"AnalyzerOutput(output=NEU, probas={NEU: 0.938, POS: 0.053, NEG: 0.010})"
945,⤴️,"AnalyzerOutput(output=NEU, probas={NEU: 0.949, POS: 0.040, NEG: 0.011})"
946,🎟️,"AnalyzerOutput(output=NEU, probas={NEU: 0.886, POS: 0.110, NEG: 0.004})"
947,🐉,"AnalyzerOutput(output=NEU, probas={NEU: 0.893, POS: 0.097, NEG: 0.009})"
948,🐵,"AnalyzerOutput(output=NEU, probas={NEU: 0.926, POS: 0.064, NEG: 0.010})"
949,💁,"AnalyzerOutput(output=NEU, probas={NEU: 0.946, POS: 0.048, NEG: 0.006})"
950,🎢,"AnalyzerOutput(output=NEU, probas={NEU: 0.890, POS: 0.104, NEG: 0.006})"
951,🐹,"AnalyzerOutput(output=NEU, probas={NEU: 0.934, POS: 0.050, NEG: 0.016})"
952,🧟‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
953,🧽,"AnalyzerOutput(output=NEU, probas={NEU: 0.873, POS: 0.119, NEG: 0.008})"
954,✳️,"AnalyzerOutput(output=NEU, probas={NEU: 0.950, POS: 0.043, NEG: 0.008})"
955,🆗,"AnalyzerOutput(output=NEU, probas={NEU: 0.818, POS: 0.179, NEG: 0.004})"
956,🇻🇳,"AnalyzerOutput(output=NEU, probas={NEU: 0.951, POS: 0.039, NEG: 0.010})"
957,🌜,"AnalyzerOutput(output=NEU, probas={NEU: 0.944, POS: 0.050, NEG: 0.005})"
958,👨‍🌾,"AnalyzerOutput(output=NEU, probas={NEU: 0.930, POS: 0.061, NEG: 0.009})"
959,👵,"AnalyzerOutput(output=NEU, probas={NEU: 0.899, NEG: 0.078, POS: 0.023})"
960,🤴,"AnalyzerOutput(output=NEU, probas={NEU: 0.767, POS: 0.228, NEG: 0.006})"
961,🎞️,"AnalyzerOutput(output=NEU, probas={NEU: 0.916, POS: 0.078, NEG: 0.006})"
962,🏹,"AnalyzerOutput(output=NEU, probas={NEU: 0.907, POS: 0.088, NEG: 0.005})"
963,👩‍🏫,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.046, NEG: 0.014})"
964,🤷🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.029, NEG: 0.008})"
965,🦃,"AnalyzerOutput(output=NEU, probas={NEU: 0.943, POS: 0.047, NEG: 0.009})"
966,🌩️,"AnalyzerOutput(output=NEU, probas={NEU: 0.928, POS: 0.065, NEG: 0.007})"
967,😾,"AnalyzerOutput(output=NEU, probas={NEU: 0.922, POS: 0.061, NEG: 0.017})"
968,✍🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.952, POS: 0.041, NEG: 0.007})"
969,🍍,"AnalyzerOutput(output=NEU, probas={NEU: 0.895, POS: 0.098, NEG: 0.007})"
970,🍨,"AnalyzerOutput(output=NEU, probas={NEU: 0.638, POS: 0.358, NEG: 0.004})"
971,🍲,"AnalyzerOutput(output=NEU, probas={NEU: 0.906, POS: 0.089, NEG: 0.005})"
972,👧,"AnalyzerOutput(output=NEU, probas={NEU: 0.906, POS: 0.085, NEG: 0.008})"
973,🖐🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, POS: 0.042, NEG: 0.005})"
974,✍🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.964, POS: 0.029, NEG: 0.007})"
975,👈🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.959, POS: 0.034, NEG: 0.007})"
976,🧟,"AnalyzerOutput(output=NEU, probas={NEU: 0.921, POS: 0.048, NEG: 0.031})"
977,🇦🇲,"AnalyzerOutput(output=NEU, probas={NEU: 0.888, POS: 0.102, NEG: 0.010})"
978,🎺,"AnalyzerOutput(output=NEU, probas={NEU: 0.912, POS: 0.079, NEG: 0.009})"
979,🏀,"AnalyzerOutput(output=NEU, probas={NEU: 0.936, POS: 0.057, NEG: 0.007})"
980,🏃‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
981,👨‍🔬,"AnalyzerOutput(output=NEU, probas={NEU: 0.880, POS: 0.114, NEG: 0.007})"
982,🔟,"AnalyzerOutput(output=NEU, probas={NEU: 0.927, POS: 0.067, NEG: 0.005})"
983,🔼,"AnalyzerOutput(output=NEU, probas={NEU: 0.926, POS: 0.067, NEG: 0.007})"
984,🖐🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.959, POS: 0.036, NEG: 0.005})"
985,🛵,"AnalyzerOutput(output=NEU, probas={NEU: 0.895, POS: 0.099, NEG: 0.006})"
986,↪️,"AnalyzerOutput(output=NEU, probas={NEU: 0.936, POS: 0.055, NEG: 0.009})"
987,🏳️,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.024, NEG: 0.021})"
988,👩‍⚕️,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.033, NEG: 0.009})"
989,🙆🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
990,🚸,"AnalyzerOutput(output=NEU, probas={NEU: 0.917, POS: 0.075, NEG: 0.008})"
991,🤟🏻,"AnalyzerOutput(output=POS, probas={POS: 0.965, NEU: 0.034, NEG: 0.001})"
992,🥘,"AnalyzerOutput(output=NEU, probas={NEU: 0.956, POS: 0.026, NEG: 0.019})"
993,👊🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.961, POS: 0.035, NEG: 0.004})"
994,👨‍💻,"AnalyzerOutput(output=NEU, probas={NEU: 0.903, POS: 0.091, NEG: 0.006})"
995,🧑🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.951, POS: 0.042, NEG: 0.007})"
996,❔,"AnalyzerOutput(output=NEU, probas={NEU: 0.943, NEG: 0.031, POS: 0.026})"
997,🇨🇿,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, POS: 0.037, NEG: 0.010})"
998,🇹🇳,"AnalyzerOutput(output=NEU, probas={NEU: 0.951, POS: 0.038, NEG: 0.011})"
999,🏖️,"AnalyzerOutput(output=NEU, probas={NEU: 0.890, POS: 0.105, NEG: 0.004})"
1000,👃,"AnalyzerOutput(output=NEU, probas={NEU: 0.924, POS: 0.064, NEG: 0.012})"
1001,👨🏻‍⚖️,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, NEG: 0.031, POS: 0.016})"
1002,📔,"AnalyzerOutput(output=NEU, probas={NEU: 0.896, POS: 0.100, NEG: 0.004})"
1003,🙋🏼‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
1004,🚤,"AnalyzerOutput(output=NEU, probas={NEU: 0.907, POS: 0.087, NEG: 0.006})"
1005,🤷🏿‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
1006,↙️,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, POS: 0.038, NEG: 0.009})"
1007,🇱🇷,"AnalyzerOutput(output=NEU, probas={NEU: 0.929, POS: 0.060, NEG: 0.011})"
1008,🇲🇻,"AnalyzerOutput(output=NEU, probas={NEU: 0.946, POS: 0.046, NEG: 0.008})"
1009,🇹🇭,"AnalyzerOutput(output=NEU, probas={NEU: 0.946, POS: 0.046, NEG: 0.008})"
1010,🍜,"AnalyzerOutput(output=NEU, probas={NEU: 0.949, POS: 0.038, NEG: 0.013})"
1011,👕,"AnalyzerOutput(output=NEU, probas={NEU: 0.910, POS: 0.081, NEG: 0.009})"
1012,👨‍🎓,"AnalyzerOutput(output=NEU, probas={NEU: 0.936, POS: 0.055, NEG: 0.009})"
1013,💹,"AnalyzerOutput(output=NEU, probas={NEU: 0.771, POS: 0.226, NEG: 0.003})"
1014,📦,"AnalyzerOutput(output=NEU, probas={NEU: 0.913, POS: 0.080, NEG: 0.007})"
1015,🕷️,"AnalyzerOutput(output=NEU, probas={NEU: 0.926, POS: 0.052, NEG: 0.023})"
1016,🤦🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.792, NEG: 0.195, POS: 0.013})"
1017,♠️,"AnalyzerOutput(output=NEU, probas={NEU: 0.915, POS: 0.080, NEG: 0.005})"
1018,⚜️,"AnalyzerOutput(output=NEU, probas={NEU: 0.952, POS: 0.040, NEG: 0.008})"
1019,⛓️,"AnalyzerOutput(output=NEU, probas={NEU: 0.933, POS: 0.052, NEG: 0.014})"
1020,🇪🇷,"AnalyzerOutput(output=NEU, probas={NEU: 0.960, POS: 0.027, NEG: 0.012})"
1021,🇬🇪,"AnalyzerOutput(output=NEU, probas={NEU: 0.952, POS: 0.038, NEG: 0.010})"
1022,🇭🇺,"AnalyzerOutput(output=NEU, probas={NEU: 0.926, POS: 0.065, NEG: 0.009})"
1023,🇸🇬,"AnalyzerOutput(output=NEU, probas={NEU: 0.952, POS: 0.038, NEG: 0.009})"
1024,🍩,"AnalyzerOutput(output=NEU, probas={NEU: 0.916, POS: 0.075, NEG: 0.009})"
1025,🐫,"AnalyzerOutput(output=NEU, probas={NEU: 0.957, POS: 0.031, NEG: 0.011})"
1026,👩‍🎓,"AnalyzerOutput(output=NEU, probas={NEU: 0.939, POS: 0.054, NEG: 0.008})"
1027,🔐,"AnalyzerOutput(output=NEU, probas={NEU: 0.911, NEG: 0.078, POS: 0.011})"
1028,🙇‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1029,🥭,"AnalyzerOutput(output=NEU, probas={NEU: 0.911, POS: 0.081, NEG: 0.008})"
1030,🧱,"AnalyzerOutput(output=NEU, probas={NEU: 0.931, POS: 0.056, NEG: 0.013})"
1031,⏲️,"AnalyzerOutput(output=NEU, probas={NEU: 0.929, POS: 0.064, NEG: 0.008})"
1032,⚾,"AnalyzerOutput(output=NEU, probas={NEU: 0.905, POS: 0.089, NEG: 0.006})"
1033,〰️,"AnalyzerOutput(output=NEU, probas={NEU: 0.938, POS: 0.052, NEG: 0.010})"
1034,🆙,"AnalyzerOutput(output=NEU, probas={NEU: 0.810, POS: 0.185, NEG: 0.005})"
1035,🇧🇸,"AnalyzerOutput(output=NEU, probas={NEU: 0.939, POS: 0.053, NEG: 0.008})"
1036,🇳🇵,"AnalyzerOutput(output=NEU, probas={NEU: 0.941, POS: 0.048, NEG: 0.011})"
1037,👨🏻‍🦳,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.039, NEG: 0.007})"
1038,🖐🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, POS: 0.042, NEG: 0.005})"
1039,🚎,"AnalyzerOutput(output=NEU, probas={NEU: 0.941, POS: 0.050, NEG: 0.009})"
1040,🧫,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.050, NEG: 0.010})"
1041,🧸,"AnalyzerOutput(output=NEU, probas={NEU: 0.792, POS: 0.203, NEG: 0.006})"
1042,🇱🇧,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.034, NEG: 0.012})"
1043,🐿️,"AnalyzerOutput(output=NEU, probas={NEU: 0.932, POS: 0.061, NEG: 0.008})"
1044,👭,"AnalyzerOutput(output=NEU, probas={NEU: 0.898, POS: 0.096, NEG: 0.006})"
1045,👮🏾‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
1046,💃🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.920, POS: 0.077, NEG: 0.004})"
1047,📙,"AnalyzerOutput(output=NEU, probas={NEU: 0.901, POS: 0.092, NEG: 0.007})"
1048,🕳️,"AnalyzerOutput(output=NEU, probas={NEU: 0.946, POS: 0.030, NEG: 0.024})"
1049,🕵🏿‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
1050,🥧,"AnalyzerOutput(output=NEU, probas={NEU: 0.901, POS: 0.091, NEG: 0.008})"
1051,🧙‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1052,♾️,"AnalyzerOutput(output=NEU, probas={NEU: 0.894, POS: 0.099, NEG: 0.007})"
1053,🃏,"AnalyzerOutput(output=NEU, probas={NEU: 0.910, POS: 0.082, NEG: 0.008})"
1054,🌇,"AnalyzerOutput(output=NEU, probas={NEU: 0.908, POS: 0.086, NEG: 0.006})"
1055,🍭,"AnalyzerOutput(output=NEU, probas={NEU: 0.865, POS: 0.126, NEG: 0.009})"
1056,👨‍🏫,"AnalyzerOutput(output=NEU, probas={NEU: 0.927, POS: 0.063, NEG: 0.010})"
1057,💁🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
1058,🙋🏽‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
1059,🚄,"AnalyzerOutput(output=NEU, probas={NEU: 0.937, POS: 0.054, NEG: 0.008})"
1060,🦓,"AnalyzerOutput(output=NEU, probas={NEU: 0.878, POS: 0.113, NEG: 0.009})"
1061,◽,"AnalyzerOutput(output=NEU, probas={NEU: 0.951, POS: 0.040, NEG: 0.008})"
1062,🍽️,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.030, NEG: 0.012})"
1063,👋🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.950, POS: 0.046, NEG: 0.005})"
1064,👗,"AnalyzerOutput(output=NEU, probas={NEU: 0.925, POS: 0.066, NEG: 0.010})"
1065,👮,"AnalyzerOutput(output=NEU, probas={NEU: 0.955, POS: 0.033, NEG: 0.011})"
1066,💁🏻‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
1067,💳,"AnalyzerOutput(output=NEU, probas={NEU: 0.910, POS: 0.084, NEG: 0.007})"
1068,📨,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.060, NEG: 0.005})"
1069,🤸‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1070,🥝,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.052, NEG: 0.008})"
1071,🧼,"AnalyzerOutput(output=NEU, probas={NEU: 0.912, POS: 0.079, NEG: 0.010})"
1072,©️,"AnalyzerOutput(output=NEU, probas={NEU: 0.864, POS: 0.099, NEG: 0.037})"
1073,🇫🇯,"AnalyzerOutput(output=NEU, probas={NEU: 0.926, POS: 0.065, NEG: 0.009})"
1074,🇲🇬,"AnalyzerOutput(output=NEU, probas={NEU: 0.914, POS: 0.078, NEG: 0.007})"
1075,🇲🇾,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, POS: 0.036, NEG: 0.011})"
1076,🎏,"AnalyzerOutput(output=NEU, probas={NEU: 0.948, POS: 0.045, NEG: 0.007})"
1077,📥,"AnalyzerOutput(output=NEU, probas={NEU: 0.952, POS: 0.039, NEG: 0.009})"
1078,⏱️,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.033, NEG: 0.013})"
1079,⚧️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.021, NEG: 0.016})"
1080,🇦🇶,"AnalyzerOutput(output=NEU, probas={NEU: 0.937, POS: 0.056, NEG: 0.008})"
1081,🇬🇦,"AnalyzerOutput(output=NEU, probas={NEU: 0.948, POS: 0.044, NEG: 0.009})"
1082,🇳🇦,"AnalyzerOutput(output=NEU, probas={NEU: 0.938, POS: 0.050, NEG: 0.012})"
1083,🇸🇮,"AnalyzerOutput(output=NEU, probas={NEU: 0.903, POS: 0.088, NEG: 0.009})"
1084,👈🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.968, POS: 0.025, NEG: 0.007})"
1085,👼🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.896, POS: 0.100, NEG: 0.004})"
1086,🕉️,"AnalyzerOutput(output=NEU, probas={NEU: 0.932, POS: 0.061, NEG: 0.008})"
1087,🕋,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.052, NEG: 0.013})"
1088,🚶🏾‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
1089,✒️,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, POS: 0.036, NEG: 0.010})"
1090,👖,"AnalyzerOutput(output=NEU, probas={NEU: 0.929, POS: 0.060, NEG: 0.011})"
1091,👦,"AnalyzerOutput(output=NEU, probas={NEU: 0.910, POS: 0.080, NEG: 0.010})"
1092,👮‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1093,📁,"AnalyzerOutput(output=NEU, probas={NEU: 0.932, POS: 0.061, NEG: 0.007})"
1094,📛,"AnalyzerOutput(output=NEU, probas={NEU: 0.909, POS: 0.082, NEG: 0.009})"
1095,🤞🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.925, POS: 0.070, NEG: 0.005})"
1096,🥈,"AnalyzerOutput(output=NEU, probas={NEU: 0.849, POS: 0.147, NEG: 0.004})"
1097,☣️,"AnalyzerOutput(output=NEU, probas={NEU: 0.894, NEG: 0.090, POS: 0.016})"
1098,🍟,"AnalyzerOutput(output=NEU, probas={NEU: 0.928, POS: 0.065, NEG: 0.007})"
1099,🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.952, POS: 0.039, NEG: 0.009})"
1100,📎,"AnalyzerOutput(output=NEU, probas={NEU: 0.932, POS: 0.060, NEG: 0.008})"
1101,🔙,"AnalyzerOutput(output=NEU, probas={NEU: 0.912, POS: 0.083, NEG: 0.005})"
1102,🗼,"AnalyzerOutput(output=NEU, probas={NEU: 0.923, POS: 0.072, NEG: 0.005})"
1103,🛶,"AnalyzerOutput(output=NEU, probas={NEU: 0.900, POS: 0.093, NEG: 0.007})"
1104,🧩,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.053, NEG: 0.008})"
1105,⛱️,"AnalyzerOutput(output=NEU, probas={NEU: 0.864, POS: 0.099, NEG: 0.037})"
1106,✍🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.950, POS: 0.043, NEG: 0.007})"
1107,🇲🇼,"AnalyzerOutput(output=NEU, probas={NEU: 0.939, POS: 0.044, NEG: 0.017})"
1108,🌆,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.056, NEG: 0.004})"
1109,🎫,"AnalyzerOutput(output=NEU, probas={NEU: 0.943, POS: 0.045, NEG: 0.012})"
1110,👩🏻‍💻,"AnalyzerOutput(output=NEU, probas={NEU: 0.934, POS: 0.060, NEG: 0.006})"
1111,🕺🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.857, POS: 0.140, NEG: 0.003})"
1112,🖼️,"AnalyzerOutput(output=NEU, probas={NEU: 0.897, POS: 0.097, NEG: 0.005})"
1113,🧟‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1114,⛪,"AnalyzerOutput(output=NEU, probas={NEU: 0.937, POS: 0.054, NEG: 0.010})"
1115,🇨🇫,"AnalyzerOutput(output=NEU, probas={NEU: 0.957, POS: 0.033, NEG: 0.009})"
1116,🍴,"AnalyzerOutput(output=NEU, probas={NEU: 0.941, POS: 0.034, NEG: 0.025})"
1117,👬,"AnalyzerOutput(output=NEU, probas={NEU: 0.786, POS: 0.210, NEG: 0.005})"
1118,🙇🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
1119,🛌,"AnalyzerOutput(output=NEU, probas={NEU: 0.916, POS: 0.079, NEG: 0.005})"
1120,🛹,"AnalyzerOutput(output=NEU, probas={NEU: 0.915, POS: 0.078, NEG: 0.007})"
1121,🦢,"AnalyzerOutput(output=NEU, probas={NEU: 0.923, POS: 0.068, NEG: 0.009})"
1122,🧮,"AnalyzerOutput(output=NEU, probas={NEU: 0.926, POS: 0.064, NEG: 0.010})"
1123,🇨🇮,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.027, NEG: 0.008})"
1124,🌤️,"AnalyzerOutput(output=NEU, probas={NEU: 0.943, POS: 0.051, NEG: 0.005})"
1125,🏴,"AnalyzerOutput(output=NEU, probas={NEU: 0.947, NEG: 0.033, POS: 0.020})"
1126,🔖,"AnalyzerOutput(output=NEU, probas={NEU: 0.924, POS: 0.067, NEG: 0.009})"
1127,🚔,"AnalyzerOutput(output=NEU, probas={NEU: 0.966, POS: 0.022, NEG: 0.012})"
1128,🤟🏼,"AnalyzerOutput(output=POS, probas={POS: 0.960, NEU: 0.039, NEG: 0.001})"
1129,🥥,"AnalyzerOutput(output=NEU, probas={NEU: 0.925, POS: 0.065, NEG: 0.011})"
1130,🧲,"AnalyzerOutput(output=NEU, probas={NEU: 0.921, POS: 0.070, NEG: 0.009})"
1131,🇰🇼,"AnalyzerOutput(output=NEU, probas={NEU: 0.904, POS: 0.086, NEG: 0.010})"
1132,🇲🇿,"AnalyzerOutput(output=NEU, probas={NEU: 0.934, POS: 0.056, NEG: 0.010})"
1133,🏊‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1134,👮‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
1135,🚅,"AnalyzerOutput(output=NEU, probas={NEU: 0.949, POS: 0.042, NEG: 0.010})"
1136,🚉,"AnalyzerOutput(output=NEU, probas={NEU: 0.939, POS: 0.052, NEG: 0.010})"
1137,🚪,"AnalyzerOutput(output=NEU, probas={NEU: 0.929, POS: 0.060, NEG: 0.011})"
1138,🛣️,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.051, NEG: 0.009})"
1139,🧣,"AnalyzerOutput(output=NEU, probas={NEU: 0.913, POS: 0.076, NEG: 0.010})"
1140,⏯️,"AnalyzerOutput(output=NEU, probas={NEU: 0.961, POS: 0.033, NEG: 0.007})"
1141,🅿️,"AnalyzerOutput(output=NEU, probas={NEU: 0.934, POS: 0.059, NEG: 0.006})"
1142,🇮🇸,"AnalyzerOutput(output=NEU, probas={NEU: 0.915, POS: 0.079, NEG: 0.006})"
1143,🇸🇩,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, POS: 0.033, NEG: 0.013})"
